# Avida time data
# Wed Jun  4 14:55:12 2014
#  1: update
#  2: avida time
#  3: average generation
#  4: num_executed?

0 0 0 30 
100 0.314385 1 60 
200 0.632204 3 240 
300 0.949852 4 480 
400 1.26744 6 1920 
500 1.58504 7.16667 3990 
600 1.90269 8.95309 14070 
700 2.22038 10.9061 45750 
800 2.53813 11.9537 84870 
900 2.85595 13.7145 180690 
1000 3.17374 14.6184 230040 
1100 3.49145 15.8738 297930 
1200 3.80911 17.0363 337650 
